id_participant,timestamp,This app is easy to use.,How often do you wear your watch in a week?,The notifications on the watch were annoying.,The notifications on the phone were annoying.,I answered the the question on the watch honestly.,The Cozie app feels fast and responsive.,The notifications helped to change my mind.,I changed my location after seeing the notifications.,"Overall, how satisfied are you with the Cozie app?",How would you rate the overall quality of the app?,How likely are you to recommend this app to a friend or colleague?,The noise and/or temperature intervention messages were helpful to me in understanding how to improve my indoor environmental satisfaction.,"Over the past week, I changed my location after receiving the noise intervention messages. ","Over the past week, I put on my earphones to mitigate noise distractions after receiving the noise intervention messages.","Over the past week, I changed my location, adjusted the thermostat, fan etc. to feel thermally comfortable after receiving the temperature intervention messages.",The intervention messages were annoying.,Extraversion,Agreeableness,Conscientiousness,Emotional Stability,Openness to Experience,swls,sensitivity
usk27,2023-04-27 10:05:20.206000+00:00,Agree,40-50 hours,,,,Strongly agree,,,Extremly satisfied,Good,Extremely likely,Agree,Sometimes,Sometimes,Often,Strongly disagree,3.5,4.5,5.0,5.0,4.5,25,3.5
usk27,2023-05-07 14:08:23.424000+00:00,Agree,>50 hours,,,,Agree,,,Very satisfied,Excellent,Extremely likely,Agree,Often,Often,Often,Strongly disagree,3.5,4.5,5.0,5.0,4.5,25,3.5
usk28,2023-04-22 14:03:25.843000+00:00,Agree,>50 hours,,,,Agree,,,Very satisfied,Good,Neutral,Disagree,Seldom,Sometimes,Seldom,Disgree,4.5,3.5,3.5,6.0,6.0,28,4.666666666666667
usk28,2023-04-29 12:21:02.903000+00:00,Agree,>50 hours,,,,Agree,,,Somewhat satisfied,Fair,Neutral,Disagree,Seldom,Seldom,Seldom,Disgree,4.5,3.5,3.5,6.0,6.0,28,4.666666666666667
usk28,2023-05-08 02:16:27.871000+00:00,Agree,40-50 hours,,,,Agree,,,Somewhat satisfied,Good,Likely,Neutral,Seldom,Seldom,Sometimes,Disgree,4.5,3.5,3.5,6.0,6.0,28,4.666666666666667
usk28,2023-05-14 06:33:13.162000+00:00,Agree,>50 hours,,,,Agree,,,Very satisfied,Good,Likely,Agree,Sometimes,Sometimes,Sometimes,Disgree,4.5,3.5,3.5,6.0,6.0,28,4.666666666666667
usk28,2023-05-21 07:49:37.999000+00:00,Agree,>50 hours,,,,Agree,,,Very satisfied,Good,Likely,Agree,Often,Often,Often,Disgree,4.5,3.5,3.5,6.0,6.0,28,4.666666666666667
usk28,2023-05-28 08:13:19.738000+00:00,Agree,>50 hours,,,,Agree,,,Very satisfied,Good,Likely,Agree,Sometimes,Sometimes,Sometimes,Disgree,4.5,3.5,3.5,6.0,6.0,28,4.666666666666667
usk29,2023-04-21 10:11:50.489000+00:00,Agree,>50 hours,,,,Neutral,,,Somewhat satisfied,Fair,Neutral,Neutral,No intervention messages received,No intervention messages received,Sometimes,Neutral,3.0,5.0,5.0,5.5,5.0,23,4.333333333333333
usk29,2023-04-28 04:47:53.347000+00:00,Agree,40-50 hours,,,,Agree,,,Somewhat satisfied,Good,Neutral,Neutral,Seldom,No intervention messages received,Sometimes,Neutral,3.0,5.0,5.0,5.5,5.0,23,4.333333333333333
usk29,2023-05-05 01:04:57.078000+00:00,Agree,40-50 hours,,,,Agree,,,Somewhat satisfied,Good,Neutral,Agree,Seldom,Never,Seldom,Neutral,3.0,5.0,5.0,5.5,5.0,23,4.333333333333333
usk30,2023-04-22 06:49:31.850000+00:00,Agree,>50 hours,,,,Disgree,,,Somewhat satisfied,Fair,Neutral,Agree,Never,Never,Never,Neutral,3.5,5.0,6.0,4.5,4.5,15,4.583333333333333
usk30,2023-04-29 04:45:08.091000+00:00,Agree,40-50 hours,,,,Neutral,,,Somewhat satisfied,Good,Neutral,Agree,Never,Never,Never,Agree,3.5,5.0,6.0,4.5,4.5,15,4.583333333333333
usk30,2023-05-06 01:01:16.629000+00:00,Agree,40-50 hours,,,,Agree,,,Very satisfied,Fair,Neutral,Agree,Never,Never,Never,Agree,3.5,5.0,6.0,4.5,4.5,15,4.583333333333333
usk30,2023-05-13 15:50:11.682000+00:00,Agree,30-40 hours,,,,Agree,,,Somewhat satisfied,Fair,Neutral,No intervention messages received,No intervention messages received,No intervention messages received,No intervention messages received,No intervention messages received,3.5,5.0,6.0,4.5,4.5,15,4.583333333333333
usk31,2023-04-22 06:52:57.013000+00:00,Agree,>50 hours,,,,Agree,,,Somewhat satisfied,Good,Neutral,Neutral,Seldom,Seldom,Seldom,Disgree,5.5,4.0,3.5,3.5,5.5,13,4.583333333333333
usk31,2023-04-28 02:10:27.019000+00:00,Agree,>50 hours,,,,Agree,,,Somewhat satisfied,Fair,Neutral,Neutral,Seldom,Never,Seldom,Neutral,5.5,4.0,3.5,3.5,5.5,13,4.583333333333333
usk31,2023-05-07 05:50:40.610000+00:00,Neutral,>50 hours,,,,Agree,,,Somewhat satisfied,Fair,Unlikely,Agree,Seldom,Never,Seldom,Neutral,5.5,4.0,3.5,3.5,5.5,13,4.583333333333333
usk31,2023-05-12 04:01:23.933000+00:00,Agree,30-40 hours,,,,Agree,,,Somewhat satisfied,Fair,Unlikely,Neutral,Seldom,Seldom,Seldom,Neutral,5.5,4.0,3.5,3.5,5.5,13,4.583333333333333
usk31,2023-05-14 10:01:16.454000+00:00,Agree,30-40 hours,,,,Agree,,,Somewhat satisfied,Fair,Neutral,Neutral,Seldom,Never,Seldom,Disgree,5.5,4.0,3.5,3.5,5.5,13,4.583333333333333
usk31,2023-05-17 01:04:16.370000+00:00,Agree,30-40 hours,,,,Agree,,,Somewhat satisfied,Fair,Neutral,Neutral,Seldom,Seldom,Seldom,Disgree,5.5,4.0,3.5,3.5,5.5,13,4.583333333333333
usk31,2023-05-22 02:01:56.639000+00:00,Neutral,20-30 hours,,,,Neutral,,,Somewhat satisfied,Fair,Unlikely,Neutral,Seldom,Seldom,Seldom,Neutral,5.5,4.0,3.5,3.5,5.5,13,4.583333333333333
usk31,2023-05-28 07:00:40.628000+00:00,Agree,20-30 hours,,,,Agree,,,Somewhat satisfied,Fair,Neutral,Neutral,Never,Never,Never,Neutral,5.5,4.0,3.5,3.5,5.5,13,4.583333333333333
usk32,2023-04-19 05:53:59.078000+00:00,Agree,>50 hours,,,,Agree,,,Somewhat satisfied,Good,Likely,Neutral,No intervention messages received,No intervention messages received,No intervention messages received,Neutral,3.5,4.5,6.0,5.5,4.0,23,4.416666666666667
usk32,2023-04-29 05:12:30.639000+00:00,Agree,40-50 hours,,,,Agree,,,Somewhat satisfied,Good,Neutral,Neutral,Never,Never,Never,Neutral,3.5,4.5,6.0,5.5,4.0,23,4.416666666666667
usk32,2023-05-07 04:46:08.915000+00:00,Agree,>50 hours,,,,Agree,,,Somewhat satisfied,Good,Neutral,Neutral,Never,Sometimes,Never,Neutral,3.5,4.5,6.0,5.5,4.0,23,4.416666666666667
usk32,2023-05-10 01:04:25.358000+00:00,Agree,>50 hours,,,,Agree,,,Somewhat satisfied,Good,Neutral,Neutral,Seldom,Seldom,Seldom,Neutral,3.5,4.5,6.0,5.5,4.0,23,4.416666666666667
usk33,2023-04-22 07:31:18.733000+00:00,Agree,>50 hours,,,,Neutral,,,Somewhat satisfied,Good,Neutral,Disagree,Never,Never,Never,Neutral,4.5,4.0,5.0,5.5,5.0,26,4.916666666666667
usk33,2023-05-14 11:17:35.561000+00:00,Agree,>50 hours,,,,Agree,,,Somewhat satisfied,Good,Likely,Neutral,Seldom,Never,Never,Neutral,4.5,4.0,5.0,5.5,5.0,26,4.916666666666667
usk34,2023-04-27 02:31:28.523000+00:00,Agree,10-20 hours,,,,Agree,,,Very satisfied,Good,Likely,Agree,Never,Never,Often,Disgree,3.0,5.5,6.0,6.0,3.5,23,3.0833333333333335
usk34,2023-05-03 06:59:28.899000+00:00,Agree,>50 hours,,,,Agree,,,Very satisfied,Excellent,Likely,Agree,Never,Never,Seldom,Disgree,3.0,5.5,6.0,6.0,3.5,23,3.0833333333333335
usk34,2023-05-10 01:04:44.633000+00:00,Agree,>50 hours,,,,Agree,,,Very satisfied,Good,Likely,Agree,Never,Never,Seldom,Disgree,3.0,5.5,6.0,6.0,3.5,23,3.0833333333333335
usk34,2023-05-17 01:27:05.750000+00:00,Agree,>50 hours,,,,Agree,,,Very satisfied,Good,Likely,Agree,Never,Never,Never,Disgree,3.0,5.5,6.0,6.0,3.5,23,3.0833333333333335
usk35,2023-04-29 04:43:55.800000+00:00,Strongly agree,>50 hours,,,,Strongly agree,,,Very satisfied,Good,Neutral,Neutral,Never,Never,Never,Neutral,1.5,7.0,7.0,7.0,5.5,26,4.166666666666667
usk35,2023-05-06 04:03:27.010000+00:00,Agree,>50 hours,,,,Agree,,,Very satisfied,Good,Likely,Agree,Sometimes,Sometimes,Sometimes,Neutral,1.5,7.0,7.0,7.0,5.5,26,4.166666666666667
usk36,2023-04-26 01:05:00.335000+00:00,Strongly agree,>50 hours,,,,Strongly agree,,,Very satisfied,Good,Likely,No intervention messages received,No intervention messages received,No intervention messages received,No intervention messages received,No intervention messages received,2.5,5.0,5.5,4.5,3.5,27,4.166666666666667
usk36,2023-05-03 02:07:08.509000+00:00,Agree,40-50 hours,,,,Agree,,,Somewhat satisfied,Good,Neutral,Disagree,Never,No intervention messages received,Never,Neutral,2.5,5.0,5.5,4.5,3.5,27,4.166666666666667
usk36,2023-05-10 01:09:45.189000+00:00,Neutral,40-50 hours,,,,Neutral,,,Somewhat satisfied,Fair,Likely,Neutral,Sometimes,Often,Sometimes,Agree,2.5,5.0,5.5,4.5,3.5,27,4.166666666666667
usk37,2023-04-26 04:48:55.746000+00:00,Neutral,>50 hours,,,,Neutral,,,Not so satisfied,Fair,Unlikely,Neutral,Never,Never,Never,Disgree,3.0,4.5,5.0,3.5,4.5,23,4.666666666666667
usk37,2023-05-07 09:51:12.168000+00:00,Neutral,10-20 hours,,,,Neutral,,,Not so satisfied,Fair,Unlikely,Disagree,Never,Never,Never,Agree,3.0,4.5,5.0,3.5,4.5,23,4.666666666666667
usk38,2023-04-29 04:40:08.932000+00:00,Strongly agree,40-50 hours,,,,Strongly agree,,,Extremly satisfied,Excellent,Neutral,Disagree,Sometimes,No intervention messages received,Sometimes,Strongly disagree,4.5,4.0,4.5,2.5,6.0,17,4.666666666666667
usk38,2023-05-05 03:07:06.485000+00:00,Strongly agree,40-50 hours,,,,Strongly agree,,,Extremly satisfied,Excellent,Likely,Agree,No intervention messages received,No intervention messages received,Often,Strongly disagree,4.5,4.0,4.5,2.5,6.0,17,4.666666666666667
usk38,2023-05-12 06:25:27.670000+00:00,Strongly agree,40-50 hours,,,,Strongly agree,,,Extremly satisfied,Excellent,Likely,Strongly agree,Always,Often,Always,Strongly disagree,4.5,4.0,4.5,2.5,6.0,17,4.666666666666667
usk38,2023-05-19 01:04:53.539000+00:00,Strongly agree,>50 hours,,,,Strongly agree,,,Extremly satisfied,Excellent,Likely,Strongly agree,Always,Often,Always,Disgree,4.5,4.0,4.5,2.5,6.0,17,4.666666666666667
usk38,2023-05-31 10:08:45.029000+00:00,Strongly agree,>50 hours,,,,Strongly agree,,,Extremly satisfied,Excellent,Likely,Agree,Sometimes,Often,Always,Disgree,4.5,4.0,4.5,2.5,6.0,17,4.666666666666667
usk39,2023-04-29 16:16:01.256000+00:00,Strongly agree,>50 hours,,,,Agree,,,Somewhat satisfied,Good,Unlikely,Disagree,Never,Never,Never,Neutral,1.5,5.0,5.5,4.5,4.5,27,5.0
usk39,2023-05-04 05:21:37.935000+00:00,Agree,>50 hours,,,,Strongly agree,,,Somewhat satisfied,Good,Unlikely,Disagree,Never,Seldom,Never,Neutral,1.5,5.0,5.5,4.5,4.5,27,5.0
usk40,2023-05-05 09:36:20.951000+00:00,Agree,>50 hours,,,,Agree,,,Somewhat satisfied,Good,Neutral,Disagree,Never,Never,Seldom,Agree,2.0,6.0,5.5,6.0,5.0,28,4.333333333333333
usk40,2023-05-12 04:26:16.824000+00:00,Agree,>50 hours,,,,Strongly agree,,,Very satisfied,Good,Likely,Disagree,Never,No intervention messages received,Never,Neutral,2.0,6.0,5.5,6.0,5.0,28,4.333333333333333
usk40,2023-05-17 07:21:44.242000+00:00,Agree,>50 hours,,,,Agree,,,Very satisfied,Good,Neutral,Strongly disagree,Never,Never,Never,Agree,2.0,6.0,5.5,6.0,5.0,28,4.333333333333333
usk41,2023-05-07 05:00:09.692000+00:00,Neutral,40-50 hours,,,,Disgree,,,Somewhat satisfied,Fair,Neutral,Neutral,Never,No intervention messages received,Seldom,Disgree,2.0,4.5,6.5,5.0,3.0,26,3.6666666666666665
usk41,2023-05-13 06:16:35.832000+00:00,Neutral,40-50 hours,,,,Neutral,,,Somewhat satisfied,Fair,Neutral,Neutral,No intervention messages received,No intervention messages received,Seldom,Neutral,2.0,4.5,6.5,5.0,3.0,26,3.6666666666666665
usk41,2023-05-26 07:05:23.605000+00:00,Neutral,40-50 hours,,,,Disgree,,,Not so satisfied,Fair,Neutral,Neutral,Never,Never,Seldom,Agree,2.0,4.5,6.5,5.0,3.0,26,3.6666666666666665
usk41,2023-06-02 07:04:58.393000+00:00,Neutral,40-50 hours,,,,Neutral,,,Not so satisfied,Fair,Neutral,Disagree,Never,Never,Seldom,Agree,2.0,4.5,6.5,5.0,3.0,26,3.6666666666666665
usk42,2023-05-05 01:07:40.802000+00:00,Strongly agree,>50 hours,,,,Strongly agree,,,Extremly satisfied,Excellent,Extremely likely,Agree,Sometimes,Seldom,Sometimes,Strongly disagree,5.5,5.5,6.0,6.0,5.0,26,4.833333333333333
usk42,2023-05-13 04:52:06.186000+00:00,Strongly agree,40-50 hours,,,,Strongly agree,,,Extremly satisfied,Excellent,Extremely likely,Agree,Often,Sometimes,Often,Strongly disagree,5.5,5.5,6.0,6.0,5.0,26,4.833333333333333
usk42,2023-05-19 01:23:09.450000+00:00,Strongly agree,>50 hours,,,,Strongly agree,,,Extremly satisfied,Excellent,Extremely likely,Agree,Sometimes,Often,Often,Strongly disagree,5.5,5.5,6.0,6.0,5.0,26,4.833333333333333
usk42,2023-05-21 09:01:20.217000+00:00,Strongly agree,>50 hours,,,,Strongly agree,,,Extremly satisfied,Excellent,Extremely likely,Neutral,Sometimes,Sometimes,Sometimes,Strongly disagree,5.5,5.5,6.0,6.0,5.0,26,4.833333333333333
usk42,2023-05-28 01:55:33.494000+00:00,Strongly agree,>50 hours,,,,Strongly agree,,,Extremly satisfied,Excellent,Extremely likely,Agree,Sometimes,Often,Seldom,Strongly disagree,5.5,5.5,6.0,6.0,5.0,26,4.833333333333333
usk42,2023-05-31 01:04:12.377000+00:00,Strongly agree,>50 hours,,,,Strongly agree,,,Extremly satisfied,Excellent,Extremely likely,Agree,Sometimes,Often,Sometimes,Strongly disagree,5.5,5.5,6.0,6.0,5.0,26,4.833333333333333
usk42,2023-06-08 23:51:06.323000+00:00,Strongly agree,>50 hours,,,,Strongly agree,,,Extremly satisfied,Excellent,Extremely likely,Strongly agree,Sometimes,Often,Seldom,Strongly disagree,5.5,5.5,6.0,6.0,5.0,26,4.833333333333333
usk43,2023-05-07 04:52:25.223000+00:00,Agree,>50 hours,,,,Neutral,,,Somewhat satisfied,Good,Likely,Neutral,Never,Never,Sometimes,Neutral,4.0,4.5,3.5,5.0,5.5,18,4.833333333333333
usk43,2023-05-10 01:12:45.868000+00:00,Agree,40-50 hours,,,,Agree,,,Very satisfied,Good,Likely,Agree,Never,Sometimes,Never,Strongly disagree,4.0,4.5,3.5,5.0,5.5,18,4.833333333333333
usk43,2023-05-17 01:38:59.383000+00:00,Agree,40-50 hours,,,,Agree,,,Very satisfied,Good,Likely,Agree,Never,Seldom,Never,Neutral,4.0,4.5,3.5,5.0,5.5,18,4.833333333333333
usk43,2023-05-21 04:15:12.518000+00:00,Agree,40-50 hours,,,,Agree,,,Very satisfied,Good,Likely,Agree,Never,Sometimes,Never,Neutral,4.0,4.5,3.5,5.0,5.5,18,4.833333333333333
usk43,2023-06-02 01:04:18.893000+00:00,Agree,40-50 hours,,,,Agree,,,Very satisfied,Good,Likely,Agree,Never,Never,Never,Strongly disagree,4.0,4.5,3.5,5.0,5.5,18,4.833333333333333
usk44,2023-05-07 05:17:34.536000+00:00,Agree,>50 hours,,,,Agree,,,Somewhat satisfied,Good,Neutral,Disagree,Seldom,Seldom,Seldom,Disgree,4.0,6.5,5.5,4.5,5.0,27,4.75
usk44,2023-05-13 05:15:46.843000+00:00,Agree,>50 hours,,,,Agree,,,Somewhat satisfied,Good,Unlikely,Disagree,Never,Seldom,Seldom,Disgree,4.0,6.5,5.5,4.5,5.0,27,4.75
usk44,2023-05-19 03:01:16.484000+00:00,Neutral,>50 hours,,,,Agree,,,Not so satisfied,Fair,Unlikely,Strongly disagree,Never,Never,Never,Neutral,4.0,6.5,5.5,4.5,5.0,27,4.75
usk44,2023-05-21 03:47:02.318000+00:00,Neutral,>50 hours,,,,Agree,,,Not so satisfied,Fair,Unlikely,Disagree,Never,Never,Never,Neutral,4.0,6.5,5.5,4.5,5.0,27,4.75
usk44,2023-05-28 07:01:30.948000+00:00,Neutral,>50 hours,,,,Neutral,,,Not so satisfied,Fair,Unlikely,Disagree,Never,Seldom,Never,Neutral,4.0,6.5,5.5,4.5,5.0,27,4.75
usk45,2023-05-07 04:52:19.601000+00:00,Strongly agree,20-30 hours,,,,Agree,,,Extremly satisfied,Excellent,Extremely likely,Agree,Sometimes,Often,Never,Strongly disagree,4.0,4.0,6.0,3.0,4.5,26,4.333333333333333
usk45,2023-05-13 13:00:37.344000+00:00,Strongly agree,10-20 hours,,,,Strongly agree,,,Extremly satisfied,Excellent,Extremely likely,Agree,Often,Often,Often,Strongly disagree,4.0,4.0,6.0,3.0,4.5,26,4.333333333333333
usk45,2023-05-21 11:36:21.558000+00:00,Strongly agree,20-30 hours,,,,Strongly agree,,,Extremly satisfied,Excellent,Extremely likely,Strongly agree,Often,Always,Always,Strongly disagree,4.0,4.0,6.0,3.0,4.5,26,4.333333333333333
usk45,2023-05-28 01:19:49.372000+00:00,Strongly agree,10-20 hours,,,,Strongly agree,,,Extremly satisfied,Excellent,Extremely likely,Strongly agree,Often,Often,Often,Strongly disagree,4.0,4.0,6.0,3.0,4.5,26,4.333333333333333
usk45,2023-06-01 02:43:30.691000+00:00,Agree,10-20 hours,,,,Strongly agree,,,Extremly satisfied,Excellent,Extremely likely,Agree,Sometimes,Sometimes,Sometimes,Strongly disagree,4.0,4.0,6.0,3.0,4.5,26,4.333333333333333
usk46,2023-05-07 17:01:28.385000+00:00,Neutral,10-20 hours,,,,Neutral,,,Somewhat satisfied,Good,Neutral,Agree,Seldom,Sometimes,Sometimes,Disgree,3.0,4.5,4.5,4.5,6.0,22,3.6666666666666665
usk46,2023-05-10 01:04:46.883000+00:00,Neutral,20-30 hours,,,,Agree,,,Very satisfied,Good,Neutral,Agree,Sometimes,Sometimes,Sometimes,Neutral,3.0,4.5,4.5,4.5,6.0,22,3.6666666666666665
usk46,2023-05-15 04:00:26.229000+00:00,Neutral,20-30 hours,,,,Neutral,,,Somewhat satisfied,Good,Likely,Agree,Sometimes,Sometimes,Sometimes,Neutral,3.0,4.5,4.5,4.5,6.0,22,3.6666666666666665
usk46,2023-05-19 01:00:32.008000+00:00,Neutral,20-30 hours,,,,Neutral,,,Somewhat satisfied,Fair,Neutral,Neutral,Sometimes,Sometimes,Sometimes,Neutral,3.0,4.5,4.5,4.5,6.0,22,3.6666666666666665
usk46,2023-05-22 04:23:25.694000+00:00,Neutral,20-30 hours,,,,Neutral,,,Somewhat satisfied,Fair,Neutral,Agree,Sometimes,Sometimes,Sometimes,Neutral,3.0,4.5,4.5,4.5,6.0,22,3.6666666666666665
usk46,2023-05-29 04:30:01.921000+00:00,Agree,20-30 hours,,,,Agree,,,Very satisfied,Good,Likely,Agree,Often,Often,Often,Agree,3.0,4.5,4.5,4.5,6.0,22,3.6666666666666665
usk46,2023-06-05 10:00:24.889000+00:00,Agree,10-20 hours,,,,Agree,,,Very satisfied,Good,Likely,Agree,Often,Often,Often,Agree,3.0,4.5,4.5,4.5,6.0,22,3.6666666666666665
usk46,2023-06-20 14:58:11.325000+00:00,Agree,10-20 hours,,,,Agree,,,Very satisfied,Good,Likely,Agree,Often,Often,Often,Agree,3.0,4.5,4.5,4.5,6.0,22,3.6666666666666665
usk46,2023-06-23 00:42:33.393000+00:00,Agree,10-20 hours,,,,Agree,,,Very satisfied,Good,Likely,Agree,Often,Often,Often,Agree,3.0,4.5,4.5,4.5,6.0,22,3.6666666666666665
usk47,2023-05-13 13:01:33.344000+00:00,Agree,20-30 hours,,,,Agree,,,Very satisfied,Good,Likely,Neutral,Never,Often,Sometimes,Neutral,3.0,5.5,4.5,4.0,4.5,15,4.583333333333333
usk47,2023-05-20 18:01:25.843000+00:00,Strongly agree,10-20 hours,,,,Agree,,,Extremly satisfied,Excellent,Likely,Agree,Never,Never,Seldom,Disgree,3.0,5.5,4.5,4.0,4.5,15,4.583333333333333
usk47,2023-05-27 04:49:06.808000+00:00,Agree,10-20 hours,,,,Agree,,,Somewhat satisfied,Good,Likely,Agree,Seldom,Sometimes,Seldom,Neutral,3.0,5.5,4.5,4.0,4.5,15,4.583333333333333
usk48,2023-05-03 08:31:42.612000+00:00,Agree,20-30 hours,,,,Agree,,,Somewhat satisfied,Good,Unlikely,Agree,Seldom,Never,Seldom,Disgree,5.5,4.5,5.5,5.0,6.0,22,4.25
usk48,2023-05-13 14:40:41.140000+00:00,Strongly agree,30-40 hours,,,,Agree,,,Somewhat satisfied,Good,Unlikely,Neutral,Never,Never,Never,Disgree,5.5,4.5,5.5,5.0,6.0,22,4.25
usk48,2023-05-21 12:23:11.961000+00:00,Agree,30-40 hours,,,,Agree,,,Somewhat satisfied,Excellent,Unlikely,Agree,Never,Seldom,Never,Neutral,5.5,4.5,5.5,5.0,6.0,22,4.25
usk49,2023-05-07 10:41:54.913000+00:00,Strongly agree,>50 hours,,,,Agree,,,Somewhat satisfied,Fair,Neutral,Agree,No intervention messages received,Never,Sometimes,Disgree,4.0,7.0,6.0,6.5,6.0,29,4.416666666666667
usk49,2023-05-13 09:40:23.289000+00:00,Strongly agree,40-50 hours,,,,Agree,,,Somewhat satisfied,Fair,Neutral,Agree,Sometimes,No intervention messages received,Sometimes,Strongly disagree,4.0,7.0,6.0,6.5,6.0,29,4.416666666666667
usk49,2023-05-20 11:03:11.478000+00:00,Agree,>50 hours,,,,Agree,,,Somewhat satisfied,Fair,Neutral,Agree,No intervention messages received,No intervention messages received,Sometimes,Disgree,4.0,7.0,6.0,6.5,6.0,29,4.416666666666667
usk50,2023-05-07 05:19:26.297000+00:00,Agree,30-40 hours,,,,Neutral,,,Somewhat satisfied,Fair,Neutral,Strongly disagree,Never,Never,Never,Agree,4.0,4.0,4.5,3.0,4.5,15,3.75
usk50,2023-05-13 10:53:40.121000+00:00,Agree,10-20 hours,,,,Neutral,,,Somewhat satisfied,Fair,Neutral,Disagree,Never,Never,Never,Neutral,4.0,4.0,4.5,3.0,4.5,15,3.75
usk51,2023-05-07 08:09:49.322000+00:00,Agree,40-50 hours,,,,Agree,,,Somewhat satisfied,Fair,Neutral,Agree,Seldom,Sometimes,Sometimes,Agree,6.0,5.0,5.0,3.5,5.5,29,4.25
usk51,2023-05-15 08:25:04.497000+00:00,Agree,30-40 hours,,,,Agree,,,Somewhat satisfied,Fair,Neutral,Agree,Sometimes,Seldom,Sometimes,Neutral,6.0,5.0,5.0,3.5,5.5,29,4.25
usk51,2023-06-19 11:37:48.339000+00:00,Agree,30-40 hours,,,,Agree,,,Somewhat satisfied,Fair,Neutral,Neutral,Sometimes,Seldom,Seldom,Neutral,6.0,5.0,5.0,3.5,5.5,29,4.25
usk52,2023-05-07 06:40:13.589000+00:00,Agree,10-20 hours,,,,Agree,,,Somewhat satisfied,Good,Neutral,Neutral,Sometimes,Never,Sometimes,Disgree,6.5,7.0,7.0,6.0,6.5,35,4.666666666666667
usk52,2023-05-18 07:56:03.299000+00:00,Strongly agree,10-20 hours,,,,Strongly agree,,,Very satisfied,Good,Likely,Agree,Never,Never,Seldom,Strongly disagree,6.5,7.0,7.0,6.0,6.5,35,4.666666666666667
usk53,2023-05-10 05:13:45.784000+00:00,Strongly agree,40-50 hours,,,,Agree,,,Very satisfied,Good,Neutral,Disagree,Never,Never,Seldom,Disgree,3.0,2.5,6.5,2.0,4.0,20,4.083333333333333
usk53,2023-05-24 02:51:29.790000+00:00,Agree,40-50 hours,,,,Neutral,,,Somewhat satisfied,Fair,Neutral,Neutral,Never,Never,Never,Neutral,3.0,2.5,6.5,2.0,4.0,20,4.083333333333333
usk53,2023-05-31 01:07:44.292000+00:00,Agree,40-50 hours,,,,Agree,,,Very satisfied,Good,Likely,Neutral,Seldom,Never,Seldom,Disgree,3.0,2.5,6.5,2.0,4.0,20,4.083333333333333
usk54,2023-05-13 13:51:46.011000+00:00,Agree,10-20 hours,,,,Agree,,,Somewhat satisfied,Good,Neutral,Strongly disagree,Never,Never,Never,Neutral,6.0,4.0,6.0,5.5,5.5,16,3.6666666666666665
usk54,2023-05-21 02:55:51.487000+00:00,Agree,10-20 hours,,,,Agree,,,Somewhat satisfied,Good,Neutral,Disagree,Never,Seldom,Never,Neutral,6.0,4.0,6.0,5.5,5.5,16,3.6666666666666665
usk54,2023-05-26 16:22:59.740000+00:00,Agree,10-20 hours,,,,Agree,,,Somewhat satisfied,Good,Neutral,Strongly disagree,Never,Never,Never,Neutral,6.0,4.0,6.0,5.5,5.5,16,3.6666666666666665
usk54,2023-06-01 11:32:16.919000+00:00,Agree,10-20 hours,,,,Agree,,,Somewhat satisfied,Good,Neutral,Disagree,Never,Never,Never,Agree,6.0,4.0,6.0,5.5,5.5,16,3.6666666666666665
usk55,2023-05-21 08:17:53.989000+00:00,Agree,>50 hours,,,,Agree,,,Somewhat satisfied,Fair,Neutral,Neutral,Never,Seldom,Seldom,Neutral,3.0,5.5,6.5,3.0,6.5,13,4.75
usk55,2023-05-26 11:09:39.204000+00:00,Agree,40-50 hours,,,,Neutral,,,Not so satisfied,Poor,Unlikely,Disagree,Seldom,Never,Never,Neutral,3.0,5.5,6.5,3.0,6.5,13,4.75
usk55,2023-06-09 16:18:34.998000+00:00,Agree,30-40 hours,,,,Neutral,,,Not so satisfied,Poor,Unlikely,Disagree,Never,Seldom,Never,Neutral,3.0,5.5,6.5,3.0,6.5,13,4.75
usk56,2023-05-21 04:53:13.177000+00:00,Strongly agree,10-20 hours,,,,Agree,,,Very satisfied,Excellent,Likely,Neutral,Sometimes,No intervention messages received,Seldom,Neutral,5.0,4.5,4.5,5.5,5.0,23,4.416666666666667
usk56,2023-05-24 01:04:41.697000+00:00,Strongly agree,10-20 hours,,,,Strongly agree,,,Very satisfied,Excellent,Likely,Agree,Seldom,Seldom,Seldom,Neutral,5.0,4.5,4.5,5.5,5.0,23,4.416666666666667
usk56,2023-05-31 01:04:39.258000+00:00,Strongly agree,<10 hours,,,,Strongly agree,,,Very satisfied,Good,Likely,Agree,Often,Seldom,Sometimes,Agree,5.0,4.5,4.5,5.5,5.0,23,4.416666666666667
usk56,2023-06-07 04:13:21.181000+00:00,Strongly agree,10-20 hours,,,,Agree,,,Very satisfied,Excellent,Likely,Neutral,Sometimes,No intervention messages received,Seldom,Neutral,5.0,4.5,4.5,5.5,5.0,23,4.416666666666667
